Max_depth,Max_features,#_estimators,Accuracy,Sensitivity,Specificity,F1-score,MCC
4,auto,5,0.8089554455884569,0.8131907308377896,0.8045454545454546,0.809883055588631,0.6215483163852186
4,auto,10,0.8159807025478668,0.8130421865715984,0.8188651218062982,0.8159842799639376,0.6358415341259334
4,auto,20,0.8144806271671943,0.8260249554367199,0.8026737967914438,0.816754450239149,0.6336647573209964
4,auto,30,0.8154384051223383,0.828015448603684,0.8026440879382055,0.818118393240781,0.6356508385668417
4,0.3,5,0.8089554455884569,0.8131907308377896,0.8045454545454546,0.809883055588631,0.6215483163852186
4,0.3,10,0.8159807025478668,0.8130421865715984,0.8188651218062982,0.8159842799639376,0.6358415341259334
4,0.3,20,0.8144806271671943,0.8260249554367199,0.8026737967914438,0.816754450239149,0.6336647573209964
4,0.3,30,0.8154384051223383,0.828015448603684,0.8026440879382055,0.818118393240781,0.6356508385668417
4,0.4,5,0.8174218036377826,0.8309863339275104,0.8036244800950684,0.8199515655357142,0.6390955362767903
4,0.4,10,0.815000310391004,0.8210338680926917,0.8087344028520498,0.8162199667076576,0.6343448049652941
4,0.4,20,0.8215358146877022,0.8320855614973262,0.8107843137254901,0.8235934194854515,0.6468895226242399
4,0.4,30,0.8200055870380716,0.8321152703505644,0.8077540106951872,0.822191204245216,0.6447220944675592
4,0.5,5,0.8059109532551147,0.8110516934046347,0.8004753416518122,0.8065846837859953,0.6162153915281163
4,0.5,10,0.809007325227694,0.8161913250148545,0.8017231134878194,0.8105312201890743,0.622350493531191
4,0.5,20,0.8130033876961006,0.8271538918597742,0.7986928104575165,0.8157042402789202,0.6301121039002063
4,0.5,30,0.8114651785635104,0.819162210338681,0.8036541889483066,0.8125199608048086,0.6272105120953357
4,0.6,5,0.8049525101763907,0.8071895424836603,0.8026440879382056,0.8059744282797126,0.6132342492497901
4,0.6,10,0.8079524392298755,0.8070409982174688,0.8087641117052882,0.8080925050136504,0.6195124632660598
4,0.6,20,0.8099427106889793,0.8159536541889482,0.8037433155080215,0.8114142227392763,0.6235920413867092
4,0.6,30,0.8115022037761284,0.8240641711229947,0.7987522281639929,0.8141595138783627,0.626518975487128
4,0.7,5,0.8059626111864917,0.802346999405823,0.8096553773024361,0.8052814825761412,0.6158220298923676
4,0.7,10,0.8090381426202322,0.8102792632204396,0.8077837195484254,0.80956514852366,0.6213367054880338
4,0.7,20,0.8140580519860591,0.823202614379085,0.8048425430778373,0.8161911352019892,0.63156850962029
4,0.7,30,0.816026152659164,0.8321449792038026,0.7997326203208557,0.8190466837698219,0.6355556100619951
4,None,5,0.8034375803690992,0.7943256090314915,0.8126856803327392,0.8016179866263583,0.6096090848341075
4,None,10,0.8085395216431213,0.8072489601901367,0.8097742127153892,0.8081987368805569,0.6200890308256702
4,None,20,0.8120447229095166,0.8221628045157456,0.8017231134878195,0.8141067009327473,0.6274711984349437
4,None,30,0.8210238912389922,0.8350564468211528,0.806743909685086,0.8235621250122714,0.6461228137177758
8,auto,5,0.7954020006917285,0.8051693404634581,0.7854426619132502,0.7978072694064315,0.5926496550223069
8,auto,10,0.8024423337856174,0.7902554961378491,0.8146167557932262,0.8000567720427706,0.6076376619780792
8,auto,20,0.8079389150504164,0.8132204396910279,0.8025549613784908,0.8090940017141345,0.6189732403062994
8,auto,30,0.8110137813605768,0.8222816399286987,0.7995246583481878,0.8127569458662441,0.6257860412998829
8,0.3,5,0.7954020006917285,0.8051693404634581,0.7854426619132502,0.7978072694064315,0.5926496550223069
8,0.3,10,0.8024423337856174,0.7902554961378491,0.8146167557932262,0.8000567720427706,0.6076376619780792
8,0.3,20,0.8079389150504164,0.8132204396910279,0.8025549613784908,0.8090940017141345,0.6189732403062994
8,0.3,30,0.8110137813605768,0.8222816399286987,0.7995246583481878,0.8127569458662441,0.6257860412998829
8,0.4,5,0.7849149972064811,0.812982768865122,0.7563576945929887,0.7908158300675979,0.5737133477018174
8,0.4,10,0.7943839181986679,0.7931966726084374,0.7954842543077837,0.7942172787228344,0.5928536320487433
8,0.4,20,0.8065193196229193,0.8201128936423054,0.7926619132501486,0.8092187277662886,0.6162854407519923
8,0.4,30,0.8104850081145076,0.8310754604872251,0.7896316102198456,0.8146843192536247,0.6241649259271228
8,0.5,5,0.7873963515754561,0.7979797979797981,0.7762923351158646,0.7883505328281077,0.5792814104479826
8,0.5,10,0.8034825870646767,0.7993166963755199,0.8076648841354724,0.8032422409237188,0.6096494174766657
8,0.5,20,0.8080205035428917,0.8202020202020203,0.7956030897207368,0.8106405526136099,0.6186433265731418
8,0.5,30,0.810545756068144,0.8172905525846702,0.8035947712418302,0.8123430880907151,0.6238908943581772
8,0.6,5,0.7939471537144934,0.7993166963755199,0.7884729649435531,0.7953336731716009,0.5901469038436481
8,0.6,10,0.7984028165766532,0.7922162804515746,0.8045751633986927,0.7973339577803626,0.600229435928525
8,0.6,20,0.8054506877377817,0.8081105169340463,0.8026440879382056,0.8065004343531598,0.6134878290232001
8,0.6,30,0.8079832566224138,0.8161913250148545,0.7996137849079026,0.8100043999270233,0.6183983184478851
8,0.7,5,0.7999259495747643,0.8070707070707072,0.7925430778371956,0.8013985488723289,0.6040954611909478
8,0.7,10,0.8005050505050506,0.7923648247177658,0.8087046939988117,0.7990954700684547,0.6038504765240065
8,0.7,20,0.8059856688039303,0.8053178847296495,0.8065062388591802,0.8057630317705055,0.6146455987815216
8,0.7,30,0.8090008956997542,0.8141711229946523,0.8035650623885919,0.8098974915054434,0.6207047970298027
8,None,5,0.79743018419489,0.7942067736185382,0.8005941770647654,0.7973513466590756,0.597898482435505
8,None,10,0.7989597467209407,0.7862745098039216,0.8117052881758764,0.7964885732991721,0.6005901859702765
8,None,20,0.8059105098393949,0.8051396316102198,0.8065359477124184,0.8056782091087081,0.6143593527158121
8,None,30,0.8119864137423399,0.8172014260249555,0.8065359477124182,0.8132415184491704,0.6266329740038293
16,auto,5,0.7960119190145529,0.802346999405823,0.7894830659536543,0.7976586820351729,0.5948542872640292
16,auto,10,0.8039652450758684,0.7744206773618538,0.8337195484254308,0.7979707389233512,0.6116360253697379
16,auto,20,0.8105011927882867,0.8073677956030897,0.8135472370766488,0.8097806660603065,0.6245466111741423
16,auto,30,0.8170222860740859,0.8203802733214499,0.8135769459298872,0.8174679627626107,0.637397724849295
