Pos_Threshold,Pos_Density,Neg_Threshold,Neg_Density
-2.2836404697367,3.89484082285648E-06,-2.2836404697367,0.061415382437758
-2.2782428772824,4.27844163896597E-06,-2.2782428772824,0.06327436076625
-2.27284528482809,4.69739921971834E-06,-2.27284528482809,0.065169251055709
-2.26744769237379,5.15472292430081E-06,-2.26744769237379,0.06710000117122
-2.26205009991948,5.6536538334025E-06,-2.26205009991948,0.06906652996086
-2.25665250746518,6.19768032791232E-06,-2.25665250746518,0.071068727005872
-2.25125491501087,6.79055451624788E-06,-2.25125491501087,0.073106452445139
-2.24585732255657,7.43630953985155E-06,-2.24585732255657,0.075179536877078
-2.24045973010226,8.139277785997E-06,-2.24045973010226,0.077287781341816
-2.23506213764796,8.90411003650431E-06,-2.23506213764796,0.079430957386246
-2.22966454519365,9.7357955802486E-06,-2.22966454519365,0.081608807214263
-2.22426695273935,1.06396833164555E-05,-2.22426695273935,0.083821043924158
-2.21886936028504,1.16215038746967E-05,-2.21886936028504,0.086067351834823
-2.21347176783074,1.2687392776213E-05,-2.21347176783074,0.088347386902035
-2.20807417537643,1.38439146597006E-05,-2.20807417537643,0.090660777225729
-2.20267658292213,1.50980885929687E-05,-2.20267658292213,0.093007123648762
-2.19727899046782,1.64574144899247E-05,-2.19727899046782,0.095386000447264
-2.19188139801352,1.79299006501332E-05,-2.19188139801352,0.09779695611223
-2.18648380555921,1.95240924357341E-05,-2.18648380555921,0.100239514221604
-2.18108621310491,2.12491020977726E-05,-2.18108621310491,0.102713174401622
-2.1756886206506,2.31146397609857E-05,-2.1756886206506,0.105217413375753
-2.1702910281963,2.51310455727901E-05,-2.1702910281963,0.107751686099103
-2.16489343574199,2.73093230186294E-05,-2.16489343574199,0.110315426975724
-2.15949584328769,2.96611734019444E-05,-2.15949584328769,0.112908051155752
-2.15409825083338,3.21990314828285E-05,-2.15409825083338,0.115528955908903
-2.14870065837908,3.49361022649184E-05,-2.14870065837908,0.118177522070377
-2.14330306592477,3.78863989152419E-05,-2.14330306592477,0.120853115554789
-2.13790547347047,4.10647817965977E-05,-2.13790547347047,0.12355508893331
-2.13250788101616,4.44869985865742E-05,-2.13250788101616,0.12628278306881
-2.12711028856186,4.81697254515395E-05,-2.12711028856186,0.129035528803368
-2.12171269610755,5.21306092378326E-05,-2.12171269610755,0.131812648692164
-2.11631510365325,5.63883106359896E-05,-2.11631510365325,0.134613458777401
-2.11091751119894,6.09625482671319E-05,-2.11091751119894,0.137437270395568
-2.10551991874464,6.58741436336535E-05,-2.10551991874464,0.14028339201107
-2.10012232629033,7.11450668690751E-05,-2.10012232629033,0.143151131068959
-2.09472473383603,7.67984832143933E-05,-2.09472473383603,0.146039795859256
-2.08932714138172,8.28588001404879E-05,-2.08932714138172,0.148948697385169
-2.08392954892742,8.93517150281354E-05,-2.08392954892742,0.151877151227297
-2.07853195647311,9.63042633089831E-05,-2.07853195647311,0.154824479395797
-2.07313436401881,0.000103744866962,-2.07313436401881,0.157790012162398
-2.0677367715645,0.000111703383255,-2.0677367715645,0.160773089864041
-2.0623391791102,0.0001202111536,-2.0623391791102,0.163773064669964
-2.05694158665589,0.000129301052405,-2.05694158665589,0.166789302304013
-2.05154399420159,0.000139007535774,-2.05154399420159,0.169821183714064
-2.04614640174728,0.000149366689901,-2.04614640174728,0.172868106680525
-2.04074880929298,0.00016041627902,-2.04074880929298,0.175929487356033
-2.03535121683867,0.000172195792725,-2.03535121683867,0.179004761728677
-2.02995362438437,0.000184746492497,-2.02995362438437,0.182093387001275
-2.02455603193006,0.000198111457252,-2.02455603193006,0.185194842879537
-2.01915843947576,0.000212335627724,-2.01915843947576,0.188308632762261
-2.01376084702145,0.000227465849477,-2.01376084702145,0.19143428482705
-2.00836325456715,0.00024355091435,-2.00836325456715,0.194571353005465
-2.00296566211284,0.000260641600116,-2.00296566211284,0.197719417841947
