Pos_Threshold,Pos_Density,Neg_Threshold,Neg_Density
-2.45816739132838,1.17014856743346E-09,-2.45816739132838,0.043516267317049
-2.45316271194885,1.33596917158566E-09,-2.45316271194885,0.044646286631157
-2.44815803256932,1.52448733746695E-09,-2.44815803256932,0.045800397653158
-2.44315335318979,1.73869411844221E-09,-2.44315335318979,0.046979039365571
-2.43814867381026,1.98195848393347E-09,-2.43814867381026,0.048182652432848
-2.43314399443074,2.25807286400428E-09,-2.43314399443074,0.049411678524552
-2.42813931505121,2.57130389375431E-09,-2.42813931505121,0.05066655960548
-2.42313463567168,2.92644891469201E-09,-2.42313463567168,0.051947737193711
-2.41812995629215,3.32889884552647E-09,-2.41812995629215,0.053255651587735
-2.41312527691262,3.78470809505996E-09,-2.41312527691262,0.054590741063911
-2.4081205975331,4.30067225546064E-09,-2.4081205975331,0.055953441045608
-2.40311591815357,4.88441438556387E-09,-2.40311591815357,0.057344183245539
-2.39811123877404,5.54448077142523E-09,-2.39811123877404,0.05876339478286
-2.39310655939451,6.29044713559795E-09,-2.39310655939451,0.060211497276742
-2.38810188001498,7.13303635802094E-09,-2.38810188001498,0.061688905918204
-2.38309720063545,8.08424887049468E-09,-2.38309720063545,0.063196028522102
-2.37809252125593,9.15750699404866E-09,-2.37809252125593,0.06473326456126
-2.3730878418764,1.03678146046219E-08,-2.3730878418764,0.066301004184782
-2.36808316249687,1.17319336380146E-08,-2.36808316249687,0.067899627222714
-2.36307848311734,1.32685790806296E-08,-2.36307848311734,0.069529502179232
-2.35807380373781,1.49986342387953E-08,-2.35807380373781,0.071190985216646
-2.35306912435828,1.69453882371116E-08,-2.35306912435828,0.072884419132544
-2.34806444497876,1.91347978660311E-08,-2.34806444497876,0.074610132332454
-2.34305976559923,2.15957760815019E-08,-2.34305976559923,0.076368437800432
-2.3380550862197,2.43605096557551E-08,-2.3380550862197,0.078159632070057
-2.33305040684017,2.74648086889961E-08,-2.33305040684017,0.079983994198298
-2.32804572746064,3.0948490917706E-08,-2.32804572746064,0.081841784744774
-2.32304104808111,3.48558039972944E-08,-2.32304104808111,0.083733244758934
-2.31803636870159,3.92358891958833E-08,-2.31803636870159,0.085658594777684
-2.31303168932206,4.41432902128782E-08,-2.31303168932206,0.087618033836012
-2.30802700994253,4.96385111316646E-08,-2.30802700994253,0.089611738493138
-2.303022330563,5.5788627831107E-08,-2.303022330563,0.091639861876729
-2.29801765118347,6.26679575165337E-08,-2.29801765118347,0.093702532747677
-2.29301297180394,7.03587913883895E-08,-2.29301297180394,0.095799854587954
-2.28800829242442,7.89521958468035E-08,-2.28800829242442,0.097931904713992
-2.28300361304489,8.85488880337119E-08,-2.28300361304489,0.100098733418046
-2.27799893366536,9.9260191941992E-08,-2.27799893366536,0.10230036313993
-2.27299425428583,1.11209081774035E-07,-2.27299425428583,0.104536787671495
-2.2679895749063,1.24531319711324E-07,-2.2679895749063,0.106807971396174
-2.26298489552677,1.39376695762621E-07,-2.26298489552677,0.109113848565851
-2.25798021614725,1.55910377892217E-07,-2.25798021614725,0.111454322617295
-2.25297553676772,1.74314381191969E-07,-2.25297553676772,0.113829265530304
-2.24797085738819,1.94789165452386E-07,-2.24797085738819,0.116238517229683
-2.24296617800866,2.17555371109301E-07,-2.24296617800866,0.118681885033078
-2.23796149862913,2.42855704194328E-07,-2.23796149862913,0.121159143146668
-2.23295681924961,2.7095698159967E-07,-2.23295681924961,0.123670032210606
-2.22795213987008,3.02152348681426E-07,-2.22795213987008,0.126214258896061
