FPR, TPR0 AUC = 0.8802 (+/- 0.0674), TPR1 AUC = 0.8729 (+/- 0.0679), TPR2 AUC = 0.8974 (+/- 0.0465), TPR3 AUC = 0.877 (+/- 0.0407), TPR4 AUC = 0.8867 (+/- 0.0557), TPR5 AUC = 0.8963 (+/- 0.0352), Mean TPR AUC = 0.8851 (+/- 0.0093)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.010101010101010102, 0.37843137254901965, 0.3677361853832442, 0.3607843137254902, 0.3905525846702317, 0.49251336898395726, 0.2363636363636364, 0.3710635769459299
0.020202020202020204, 0.37843137254901965, 0.3677361853832442, 0.3607843137254902, 0.3905525846702317, 0.49251336898395726, 0.2363636363636364, 0.3710635769459299
0.030303030303030304, 0.5527629233511586, 0.5399286987522283, 0.5887700534759358, 0.6308377896613191, 0.5932263814616756, 0.5828877005347594, 0.5814022578728462
0.04040404040404041, 0.5527629233511586, 0.5399286987522283, 0.5887700534759358, 0.6308377896613191, 0.5932263814616756, 0.5828877005347594, 0.5814022578728462
0.05050505050505051, 0.5527629233511586, 0.5399286987522283, 0.5887700534759358, 0.6308377896613191, 0.5932263814616756, 0.5828877005347594, 0.5814022578728462
0.06060606060606061, 0.5999999999999999, 0.5638146167557933, 0.6422459893048128, 0.6663101604278074, 0.6288770053475936, 0.6185383244206774, 0.619964349376114
0.07070707070707072, 0.5999999999999999, 0.5638146167557933, 0.6422459893048128, 0.6663101604278074, 0.6288770053475936, 0.6185383244206774, 0.619964349376114
0.08080808080808081, 0.5999999999999999, 0.5638146167557933, 0.6422459893048128, 0.6663101604278074, 0.6288770053475936, 0.6185383244206774, 0.619964349376114
0.09090909090909091, 0.6844919786096255, 0.6238859180035652, 0.7081996434937612, 0.7078431372549019, 0.6771836007130124, 0.7019607843137254, 0.6839275103980986
0.10101010101010102, 0.6844919786096255, 0.6238859180035652, 0.7081996434937612, 0.7078431372549019, 0.6771836007130124, 0.7019607843137254, 0.6839275103980986
0.11111111111111112, 0.6844919786096255, 0.6238859180035652, 0.7081996434937612, 0.7078431372549019, 0.6771836007130124, 0.7019607843137254, 0.6839275103980986
0.12121212121212122, 0.7265597147950089, 0.6775401069518717, 0.7618538324420678, 0.7436720142602494, 0.6951871657754011, 0.7140819964349376, 0.7198158051099228
0.13131313131313133, 0.7265597147950089, 0.6775401069518717, 0.7618538324420678, 0.7436720142602494, 0.6951871657754011, 0.7140819964349376, 0.7198158051099228
0.14141414141414144, 0.7265597147950089, 0.6775401069518717, 0.7618538324420678, 0.7436720142602494, 0.6951871657754011, 0.7140819964349376, 0.7198158051099228
0.15151515151515152, 0.7442067736185383, 0.7381461675579323, 0.7737967914438503, 0.767379679144385, 0.7253119429590018, 0.7791443850267379, 0.7546642899584076
0.16161616161616163, 0.7442067736185383, 0.7381461675579323, 0.7737967914438503, 0.767379679144385, 0.7253119429590018, 0.7791443850267379, 0.7546642899584076
0.17171717171717174, 0.7442067736185383, 0.7381461675579323, 0.7737967914438503, 0.767379679144385, 0.7253119429590018, 0.7791443850267379, 0.7546642899584076
0.18181818181818182, 0.7862745098039217, 0.8033868092691623, 0.8037433155080214, 0.7910873440285205, 0.7607843137254903, 0.8092691622103387, 0.7924242424242425
0.19191919191919193, 0.7862745098039217, 0.8033868092691623, 0.8037433155080214, 0.7910873440285205, 0.7607843137254903, 0.8092691622103387, 0.7924242424242425
0.20202020202020204, 0.7862745098039217, 0.8033868092691623, 0.8037433155080214, 0.7910873440285205, 0.7607843137254903, 0.8092691622103387, 0.7924242424242425
0.21212121212121213, 0.7923351158645277, 0.8392156862745098, 0.8336898395721926, 0.7971479500891265, 0.7729055258467024, 0.8450980392156863, 0.8133986928104574
0.22222222222222224, 0.7923351158645277, 0.8392156862745098, 0.8336898395721926, 0.7971479500891265, 0.7729055258467024, 0.8450980392156863, 0.8133986928104574
0.23232323232323235, 0.7923351158645277, 0.8392156862745098, 0.8336898395721926, 0.7971479500891265, 0.7729055258467024, 0.8450980392156863, 0.8133986928104574
0.24242424242424243, 0.8160427807486631, 0.8511586452762924, 0.8572192513368984, 0.8032085561497325, 0.8023172905525847, 0.8572192513368984, 0.8311942959001782
0.25252525252525254, 0.8160427807486631, 0.8511586452762924, 0.8572192513368984, 0.8032085561497325, 0.8023172905525847, 0.8572192513368984, 0.8311942959001782
0.26262626262626265, 0.8160427807486631, 0.8511586452762924, 0.8572192513368984, 0.8032085561497325, 0.8023172905525847, 0.8572192513368984, 0.8311942959001782
0.27272727272727276, 0.8221033868092691, 0.8570409982174688, 0.8631016042780748, 0.8393939393939395, 0.8497326203208557, 0.8868092691622103, 0.853030303030303
0.2828282828282829, 0.8221033868092691, 0.8570409982174688, 0.8631016042780748, 0.8393939393939395, 0.8497326203208557, 0.8868092691622103, 0.853030303030303
0.29292929292929293, 0.8221033868092691, 0.8570409982174688, 0.8631016042780748, 0.8393939393939395, 0.8497326203208557, 0.8868092691622103, 0.853030303030303
0.30303030303030304, 0.8459893048128342, 0.8691622103386809, 0.8930481283422459, 0.8454545454545455, 0.886096256684492, 0.9224598930481284, 0.8770350564468211
0.31313131313131315, 0.8459893048128342, 0.8691622103386809, 0.8930481283422459, 0.8454545454545455, 0.886096256684492, 0.9224598930481284, 0.8770350564468211
0.32323232323232326, 0.8459893048128342, 0.8691622103386809, 0.8930481283422459, 0.8454545454545455, 0.886096256684492, 0.9224598930481284, 0.8770350564468211
