FPR, TPR0 AUC = 0.9085 (+/- 0.0529), TPR1 AUC = 0.8942 (+/- 0.0378), TPR2 AUC = 0.9141 (+/- 0.0352), TPR3 AUC = 0.9278 (+/- 0.0308), TPR4 AUC = 0.9198 (+/- 0.0223), TPR5 AUC = 0.9021 (+/- 0.0307), Mean TPR AUC = 0.9111 (+/- 0.0111)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.010101010101010102, 0.4331550802139038, 0.4399286987522282, 0.4219251336898395, 0.5780748663101604, 0.5288770053475936, 0.5162210338680927, 0.48636363636363633
0.020202020202020204, 0.4331550802139038, 0.4399286987522282, 0.4219251336898395, 0.5780748663101604, 0.5288770053475936, 0.5162210338680927, 0.48636363636363633
0.030303030303030304, 0.6065953654188948, 0.5294117647058824, 0.5237076648841354, 0.7276292335115865, 0.6180035650623885, 0.5935828877005347, 0.5998217468805703
0.04040404040404041, 0.6065953654188948, 0.5294117647058824, 0.5237076648841354, 0.7276292335115865, 0.6180035650623885, 0.5935828877005347, 0.5998217468805703
0.05050505050505051, 0.6065953654188948, 0.5294117647058824, 0.5237076648841354, 0.7276292335115865, 0.6180035650623885, 0.5935828877005347, 0.5998217468805703
0.06060606060606061, 0.6901960784313725, 0.5828877005347595, 0.6311942959001783, 0.7629233511586453, 0.701782531194296, 0.672192513368984, 0.6735294117647058
0.07070707070707072, 0.6901960784313725, 0.5828877005347595, 0.6311942959001783, 0.7629233511586453, 0.701782531194296, 0.672192513368984, 0.6735294117647058
0.08080808080808081, 0.6901960784313725, 0.5828877005347595, 0.6311942959001783, 0.7629233511586453, 0.701782531194296, 0.672192513368984, 0.6735294117647058
0.09090909090909091, 0.7568627450980392, 0.6663101604278074, 0.7511586452762924, 0.809982174688057, 0.7376114081996435, 0.7146167557932265, 0.7394236482471777
0.10101010101010102, 0.7568627450980392, 0.6663101604278074, 0.7511586452762924, 0.809982174688057, 0.7376114081996435, 0.7146167557932265, 0.7394236482471777
0.11111111111111112, 0.7568627450980392, 0.6663101604278074, 0.7511586452762924, 0.809982174688057, 0.7376114081996435, 0.7146167557932265, 0.7394236482471777
0.12121212121212122, 0.8162210338680926, 0.7447415329768271, 0.7748663101604278, 0.8397504456327987, 0.7679144385026738, 0.726559714795009, 0.7783422459893049
0.13131313131313133, 0.8162210338680926, 0.7447415329768271, 0.7748663101604278, 0.8397504456327987, 0.7679144385026738, 0.726559714795009, 0.7783422459893049
0.14141414141414144, 0.8162210338680926, 0.7447415329768271, 0.7748663101604278, 0.8397504456327987, 0.7679144385026738, 0.726559714795009, 0.7783422459893049
0.15151515151515152, 0.833868092691622, 0.8046345811051694, 0.828342245989305, 0.8577540106951872, 0.7914438502673797, 0.7739750445632799, 0.8150029708853239
0.16161616161616163, 0.833868092691622, 0.8046345811051694, 0.828342245989305, 0.8577540106951872, 0.7914438502673797, 0.7739750445632799, 0.8150029708853239
0.17171717171717174, 0.833868092691622, 0.8046345811051694, 0.828342245989305, 0.8577540106951872, 0.7914438502673797, 0.7739750445632799, 0.8150029708853239
0.18181818181818182, 0.8397504456327984, 0.8340463458110516, 0.8459893048128343, 0.8932263814616757, 0.8509803921568627, 0.8155080213903745, 0.8465834818775995
0.19191919191919193, 0.8397504456327984, 0.8340463458110516, 0.8459893048128343, 0.8932263814616757, 0.8509803921568627, 0.8155080213903745, 0.8465834818775995
0.20202020202020204, 0.8397504456327984, 0.8340463458110516, 0.8459893048128343, 0.8932263814616757, 0.8509803921568627, 0.8155080213903745, 0.8465834818775995
0.21212121212121213, 0.8811051693404635, 0.8693404634581106, 0.8695187165775401, 0.8991087344028521, 0.8807486631016044, 0.8627450980392158, 0.8770944741532979
0.22222222222222224, 0.8811051693404635, 0.8693404634581106, 0.8695187165775401, 0.8991087344028521, 0.8807486631016044, 0.8627450980392158, 0.8770944741532979
0.23232323232323235, 0.8811051693404635, 0.8693404634581106, 0.8695187165775401, 0.8991087344028521, 0.8807486631016044, 0.8627450980392158, 0.8770944741532979
0.24242424242424243, 0.8869875222816399, 0.8814616755793226, 0.8992869875222815, 0.9049910873440286, 0.9046345811051694, 0.8746880570409982, 0.8920083184789068
0.25252525252525254, 0.8869875222816399, 0.8814616755793226, 0.8992869875222815, 0.9049910873440286, 0.9046345811051694, 0.8746880570409982, 0.8920083184789068
0.26262626262626265, 0.8869875222816399, 0.8814616755793226, 0.8992869875222815, 0.9049910873440286, 0.9046345811051694, 0.8746880570409982, 0.8920083184789068
0.27272727272727276, 0.8987522281639929, 0.8875222816399286, 0.928698752228164, 0.9226381461675579, 0.9224598930481284, 0.8807486631016044, 0.9068033273915628
0.2828282828282829, 0.8987522281639929, 0.8875222816399286, 0.928698752228164, 0.9226381461675579, 0.9224598930481284, 0.8807486631016044, 0.9068033273915628
0.29292929292929293, 0.8987522281639929, 0.8875222816399286, 0.928698752228164, 0.9226381461675579, 0.9224598930481284, 0.8807486631016044, 0.9068033273915628
0.30303030303030304, 0.9165775401069519, 0.905169340463458, 0.928698752228164, 0.9345811051693405, 0.9224598930481284, 0.9224598930481284, 0.9216577540106953
0.31313131313131315, 0.9165775401069519, 0.905169340463458, 0.928698752228164, 0.9345811051693405, 0.9224598930481284, 0.9224598930481284, 0.9216577540106953
0.32323232323232326, 0.9165775401069519, 0.905169340463458, 0.928698752228164, 0.9345811051693405, 0.9224598930481284, 0.9224598930481284, 0.9216577540106953
0.33333333333333337, 0.9226381461675579, 0.9110516934046344, 0.9406417112299466, 0.9406417112299466, 0.9404634581105169, 0.9344028520499108, 0.9316399286987522
